"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.216588178E2,9.515999556E-1,-1.904419899E1,2.832839966E1
2.216688178E2,9.637999535E-1,-1.906859970E1,2.831620026E1
2.216788178E2,9.637999535E-1,-1.904419899E1,2.841379929E1
2.216888178E2,9.759999514E-1,-1.908079910E1,2.840159988E1
2.216988178E2,9.882000089E-1,-1.912960052E1,2.836499977E1
2.217088178E2,1.036999941E0,-1.911739922E1,2.835280037E1
2.217188178E2,1.024799943E0,-1.921500015E1,2.843820000E1
2.217288178E2,9.882000089E-1,-1.927599907E1,2.846259880E1
2.217388178E2,9.637999535E-1,-1.925160027E1,2.843820000E1
2.217488178E2,9.393999577E-1,-1.921500015E1,2.848699951E1
2.217588178E2,9.393999577E-1,-1.922719955E1,2.847480011E1
2.217688178E2,9.882000089E-1,-1.921500015E1,2.846259880E1
2.217788178E2,9.759999514E-1,-1.916619873E1,2.840159988E1
2.217888178E2,1.012599945E0,-1.916619873E1,2.846259880E1
2.217988178E2,1.024799943E0,-1.910519981E1,2.841379929E1
2.218088178E2,1.012599945E0,-1.910519981E1,2.843820000E1
2.218188178E2,1.036999941E0,-1.916619873E1,2.845039940E1
2.218288178E2,1.036999941E0,-1.917840004E1,2.842599869E1
2.218388178E2,1.012599945E0,-1.917840004E1,2.842599869E1
2.218488178E2,1.024799943E0,-1.916619873E1,2.845039940E1
2.218588178E2,1.000399947E0,-1.919059944E1,2.849919891E1
2.218688178E2,9.637999535E-1,-1.916619873E1,2.846259880E1
2.218788178E2,9.515999556E-1,-1.912960052E1,2.849919891E1
2.218888178E2,9.882000089E-1,-1.911739922E1,2.851140022E1
2.218988178E2,1.000399947E0,-1.906859970E1,2.849919891E1
2.219088178E2,1.036999941E0,-1.911739922E1,2.860899925E1
2.219188178E2,1.036999941E0,-1.914179993E1,2.859679985E1
2.219288178E2,9.759999514E-1,-1.922719955E1,2.862119865E1
2.219388178E2,1.024799943E0,-1.921500015E1,2.863339996E1
2.219488178E2,9.882000089E-1,-1.927599907E1,2.863339996E1
2.219588178E2,9.515999556E-1,-1.939799881E1,2.854800034E1
2.219688178E2,9.515999556E-1,-1.944680023E1,2.852359962E1
2.219788178E2,9.271999598E-1,-1.958099937E1,2.853579903E1
2.219888178E2,8.905999660E-1,-1.954439926E1,2.846259880E1
2.219988178E2,9.027999640E-1,-1.958099937E1,2.848699951E1
2.220088178E2,8.905999660E-1,-1.959319878E1,2.846259880E1
2.220188178E2,8.661999702E-1,-1.962979889E1,2.842599869E1
2.220288178E2,9.027999640E-1,-1.955660057E1,2.841379929E1
2.220388178E2,9.271999598E-1,-1.942239952E1,2.843820000E1
2.220488178E2,9.515999556E-1,-1.936139870E1,2.843820000E1
2.220588178E2,9.882000089E-1,-1.927599907E1,2.841379929E1
2.220688178E2,1.000399947E0,-1.930039978E1,2.841379929E1
2.220788178E2,1.012599945E0,-1.932480049E1,2.841379929E1
2.220888178E2,1.036999941E0,-1.928820038E1,2.838939857E1
2.220988178E2,1.024799943E0,-1.926379967E1,2.841379929E1
2.221088178E2,1.012599945E0,-1.931259918E1,2.842599869E1
2.221188178E2,1.012599945E0,-1.937360001E1,2.846259880E1
2.221288178E2,1.024799943E0,-1.937360001E1,2.849919891E1
2.221388178E2,9.882000089E-1,-1.932480049E1,2.847480011E1
2.221488178E2,1.012599945E0,-1.936139870E1,2.843820000E1
2.221588178E2,9.515999556E-1,-1.930039978E1,2.840159988E1
2.221688178E2,9.271999598E-1,-1.928820038E1,2.840159988E1
2.221788178E2,9.637999535E-1,-1.932480049E1,2.836499977E1
2.221888178E2,9.637999535E-1,-1.930039978E1,2.834059906E1
2.221988178E2,9.515999556E-1,-1.926379967E1,2.834059906E1
2.222088178E2,9.149999619E-1,-1.930039978E1,2.827960014E1
2.222188178E2,9.271999598E-1,-1.933699989E1,2.834059906E1
2.222288178E2,8.783999681E-1,-1.926379967E1,2.832839966E1
2.222388178E2,9.027999640E-1,-1.931259918E1,2.827960014E1
2.222488178E2,8.905999660E-1,-1.933699989E1,2.829179955E1
2.222588178E2,8.661999702E-1,-1.926379967E1,2.830399895E1
2.222688178E2,8.661999702E-1,-1.927599907E1,2.826739883E1
2.222788178E2,9.149999619E-1,-1.927599907E1,2.823079872E1
2.222888178E2,9.027999640E-1,-1.930039978E1,2.824300003E1
2.222988178E2,8.783999681E-1,-1.925160027E1,2.823079872E1
2.223088178E2,9.027999640E-1,-1.927599907E1,2.821859932E1
2.223188178E2,9.882000089E-1,-1.921500015E1,2.823079872E1
2.223288178E2,1.049199939E0,-1.916619873E1,2.826739883E1
2.223388178E2,1.036999941E0,-1.922719955E1,2.825519943E1
2.223488178E2,1.024799943E0,-1.928820038E1,2.831620026E1
2.223588178E2,9.882000089E-1,-1.926379967E1,2.832839966E1
2.223688178E2,9.882000089E-1,-1.923939896E1,2.836499977E1
2.223788178E2,1.024799943E0,-1.928820038E1,2.829179955E1
2.223888178E2,1.012599945E0,-1.927599907E1,2.829179955E1
2.223988178E2,9.637999535E-1,-1.934919930E1,2.826739883E1
2.224088178E2,9.271999598E-1,-1.937360001E1,2.821859932E1
2.224188178E2,9.393999577E-1,-1.934919930E1,2.826739883E1
2.224288178E2,9.637999535E-1,-1.928820038E1,2.821859932E1
2.224388178E2,9.271999598E-1,-1.933699989E1,2.818199921E1
2.224488178E2,9.637999535E-1,-1.933699989E1,2.810879898E1
2.224588178E2,9.637999535E-1,-1.931259918E1,2.815760040E1
2.224688178E2,9.515999556E-1,-1.934919930E1,2.816979980E1
2.224788178E2,9.149999619E-1,-1.932480049E1,2.820639992E1
2.224888178E2,9.393999577E-1,-1.926379967E1,2.824300003E1
2.224988178E2,9.027999640E-1,-1.926379967E1,2.820639992E1
2.225088178E2,8.783999681E-1,-1.933699989E1,2.820639992E1
2.225188178E2,8.905999660E-1,-1.934919930E1,2.829179955E1
2.225288178E2,8.173999786E-1,-1.936139870E1,2.832839966E1
2.225388178E2,8.051999807E-1,-1.938579941E1,2.826739883E1
2.225488178E2,8.417999744E-1,-1.934919930E1,2.830399895E1
2.225588178E2,8.417999744E-1,-1.937360001E1,2.827960014E1
2.225688178E2,8.417999744E-1,-1.942239952E1,2.827960014E1
2.225788178E2,8.783999681E-1,-1.941020012E1,2.825519943E1
2.225888178E2,9.027999640E-1,-1.938579941E1,2.830399895E1
2.225988178E2,9.759999514E-1,-1.932480049E1,2.823079872E1
2.226088178E2,1.036999941E0,-1.933699989E1,2.830399895E1
2.226188178E2,1.036999941E0,-1.933699989E1,2.832839966E1
2.226288178E2,1.049199939E0,-1.934919930E1,2.824300003E1
2.226388178E2,1.073599935E0,-1.930039978E1,2.827960014E1
2.226488178E2,1.073599935E0,-1.928820038E1,2.825519943E1
2.226588178E2,1.073599935E0,-1.931259918E1,2.827960014E1
2.226688178E2,1.049199939E0,-1.933699989E1,2.825519943E1
2.226788178E2,9.637999535E-1,-1.932480049E1,2.826739883E1
2.226888178E2,9.637999535E-1,-1.932480049E1,2.819419861E1
2.226988178E2,9.515999556E-1,-1.934919930E1,2.818199921E1
2.227088178E2,9.027999640E-1,-1.933699989E1,2.824300003E1
2.227188178E2,8.905999660E-1,-1.932480049E1,2.832839966E1
2.227288178E2,8.783999681E-1,-1.932480049E1,2.832839966E1
2.227388178E2,9.149999619E-1,-1.931259918E1,2.836499977E1
2.227488178E2,9.149999619E-1,-1.932480049E1,2.836499977E1
2.227588178E2,9.393999577E-1,-1.939799881E1,2.837719917E1
2.227688178E2,9.393999577E-1,-1.939799881E1,2.835280037E1
2.227788178E2,9.515999556E-1,-1.938579941E1,2.837719917E1
2.227888178E2,9.759999514E-1,-1.941020012E1,2.840159988E1
2.227988178E2,9.515999556E-1,-1.945899963E1,2.830399895E1
2.228088178E2,9.882000089E-1,-1.947119904E1,2.832839966E1
2.228188178E2,9.393999577E-1,-1.949559975E1,2.823079872E1
2.228288178E2,9.759999514E-1,-1.950779915E1,2.825519943E1
2.228388178E2,9.637999535E-1,-1.943459892E1,2.825519943E1
2.228488178E2,9.637999535E-1,-1.942239952E1,2.827960014E1
2.228588178E2,9.882000089E-1,-1.941020012E1,2.829179955E1
2.228688178E2,9.759999514E-1,-1.937360001E1,2.830399895E1
2.228788178E2,1.012599945E0,-1.937360001E1,2.837719917E1
2.228888178E2,1.000399947E0,-1.937360001E1,2.837719917E1
2.228988178E2,9.759999514E-1,-1.931259918E1,2.856019974E1
2.229088178E2,9.515999556E-1,-1.925160027E1,2.867000008E1
2.229188178E2,9.637999535E-1,-1.925160027E1,2.868219948E1
2.229288178E2,9.149999619E-1,-1.925160027E1,2.870660019E1
2.229388178E2,8.905999660E-1,-1.927599907E1,2.870660019E1
2.229488178E2,8.783999681E-1,-1.930039978E1,2.870660019E1
2.229588178E2,8.783999681E-1,-1.925160027E1,2.867000008E1
2.229688178E2,8.417999744E-1,-1.920279884E1,2.870660019E1
2.229788178E2,8.783999681E-1,-1.922719955E1,2.864559937E1
2.229888178E2,8.905999660E-1,-1.926379967E1,2.853579903E1
2.229988178E2,9.027999640E-1,-1.927599907E1,2.854800034E1
2.230088178E2,9.393999577E-1,-1.930039978E1,2.858459854E1
2.230188178E2,9.759999514E-1,-1.928820038E1,2.856019974E1
2.230288178E2,1.012599945E0,-1.926379967E1,2.852359962E1
2.230388178E2,1.012599945E0,-1.927599907E1,2.854800034E1
2.230488178E2,1.000399947E0,-1.932480049E1,2.851140022E1
2.230588178E2,9.882000089E-1,-1.936139870E1,2.845039940E1
2.230688178E2,9.882000089E-1,-1.937360001E1,2.846259880E1
2.230788178E2,9.882000089E-1,-1.942239952E1,2.841379929E1
2.230888178E2,1.012599945E0,-1.943459892E1,2.842599869E1
2.230988178E2,9.882000089E-1,-1.937360001E1,2.847480011E1
2.231088178E2,1.000399947E0,-1.938579941E1,2.851140022E1
2.231188178E2,1.036999941E0,-1.937360001E1,2.845039940E1
2.231288178E2,1.085799932E0,-1.933699989E1,2.846259880E1
2.231388178E2,1.110199928E0,-1.930039978E1,2.854800034E1
2.231488178E2,1.134599924E0,-1.923939896E1,2.848699951E1
2.231588178E2,1.183400035E0,-1.920279884E1,2.851140022E1
2.231688178E2,1.207800031E0,-1.915399933E1,2.846259880E1
2.231788178E2,1.268800020E0,-1.921500015E1,2.848699951E1
2.231888178E2,1.305400014E0,-1.917840004E1,2.851140022E1
2.231988178E2,1.293200016E0,-1.921500015E1,2.860899925E1
2.232088178E2,1.281000018E0,-1.922719955E1,2.859679985E1
2.232188178E2,1.293200016E0,-1.920279884E1,2.851140022E1
2.232288178E2,1.305400014E0,-1.919059944E1,2.857239914E1
2.232388178E2,1.293200016E0,-1.920279884E1,2.854800034E1
2.232488178E2,1.244400024E0,-1.920279884E1,2.853579903E1
2.232588178E2,1.146799922E0,-1.912960052E1,2.854800034E1
2.232688178E2,1.061399937E0,-1.916619873E1,2.851140022E1
2.232788178E2,1.024799943E0,-1.915399933E1,2.846259880E1
2.232888178E2,1.024799943E0,-1.920279884E1,2.848699951E1
2.232988178E2,9.393999577E-1,-1.928820038E1,2.853579903E1
2.233088178E2,8.783999681E-1,-1.943459892E1,2.856019974E1
2.233188178E2,8.661999702E-1,-1.948340034E1,2.859679985E1
2.233288178E2,8.661999702E-1,-1.956879997E1,2.867000008E1
2.233388178E2,9.149999619E-1,-1.975180054E1,2.868219948E1
2.233488178E2,9.271999598E-1,-1.975180054E1,2.875539970E1
2.233588178E2,9.637999535E-1,-1.980060005E1,2.880419922E1
2.233688178E2,9.637999535E-1,-1.984939957E1,2.882859993E1
2.233788178E2,1.024799943E0,-1.983720016E1,2.884079933E1
2.233888178E2,1.049199939E0,-1.976399994E1,2.881639862E1
2.233988178E2,1.061399937E0,-1.975180054E1,2.884079933E1
2.234088178E2,1.073599935E0,-1.975180054E1,2.884079933E1
2.234188178E2,1.036999941E0,-1.972739983E1,2.887739944E1
2.234288178E2,1.073599935E0,-1.978839874E1,2.893840027E1
2.234388178E2,1.049199939E0,-1.984939957E1,2.892619896E1
2.234488178E2,1.049199939E0,-1.981279945E1,2.901159859E1
2.234588178E2,1.024799943E0,-1.984939957E1,2.908479881E1
2.234688178E2,1.024799943E0,-1.987380028E1,2.910919952E1
2.234788178E2,9.759999514E-1,-1.992259979E1,2.915799904E1
2.234888178E2,9.759999514E-1,-1.995919991E1,2.918239975E1
2.234988178E2,9.759999514E-1,-1.998359871E1,2.907259941E1
2.235088178E2,9.637999535E-1,-1.997139931E1,2.903599930E1
2.235188178E2,9.515999556E-1,-1.992259979E1,2.903599930E1
2.235288178E2,9.271999598E-1,-1.997139931E1,2.893840027E1
2.235388178E2,1.000399947E0,-1.994700050E1,2.890180016E1
2.235488178E2,1.036999941E0,-1.991040039E1,2.888959885E1
2.235588178E2,1.061399937E0,-1.983720016E1,2.884079933E1
2.235688178E2,1.061399937E0,-1.976399994E1,2.879199982E1
2.235788178E2,1.085799932E0,-1.962979889E1,2.881639862E1
2.235888178E2,1.061399937E0,-1.952000046E1,2.870660019E1
2.235988178E2,1.097999930E0,-1.947119904E1,2.865779877E1
2.236088178E2,1.110199928E0,-1.936139870E1,2.868219948E1
2.236188178E2,1.073599935E0,-1.927599907E1,2.867000008E1
2.236288178E2,1.049199939E0,-1.923939896E1,2.862119865E1
2.236388178E2,1.000399947E0,-1.917840004E1,2.864559937E1
2.236488178E2,1.000399947E0,-1.911739922E1,2.862119865E1
2.236588178E2,9.515999556E-1,-1.914179993E1,2.859679985E1
2.236688178E2,9.637999535E-1,-1.919059944E1,2.860899925E1
2.236788178E2,9.515999556E-1,-1.915399933E1,2.860899925E1
2.236888178E2,9.027999640E-1,-1.916619873E1,2.857239914E1
2.236988178E2,9.027999640E-1,-1.920279884E1,2.858459854E1
2.237088178E2,9.271999598E-1,-1.917840004E1,2.856019974E1
2.237188178E2,1.000399947E0,-1.922719955E1,2.854800034E1
2.237288178E2,1.061399937E0,-1.923939896E1,2.858459854E1
2.237388178E2,1.171200037E0,-1.921500015E1,2.867000008E1
2.237488178E2,1.207800031E0,-1.915399933E1,2.865779877E1
2.237588178E2,1.195600033E0,-1.917840004E1,2.865779877E1
2.237688178E2,1.305400014E0,-1.917840004E1,2.867000008E1
2.237788178E2,1.293200016E0,-1.925160027E1,2.858459854E1
2.237888178E2,1.268800020E0,-1.930039978E1,2.867000008E1
2.237988178E2,1.281000018E0,-1.927599907E1,2.870660019E1
2.238088178E2,1.183400035E0,-1.925160027E1,2.865779877E1
2.238188178E2,1.122399926E0,-1.928820038E1,2.853579903E1
2.238288178E2,1.049199939E0,-1.934919930E1,2.854800034E1
2.238388178E2,1.049199939E0,-1.936139870E1,2.856019974E1
2.238488178E2,9.759999514E-1,-1.934919930E1,2.851140022E1
2.238588178E2,9.515999556E-1,-1.927599907E1,2.854800034E1
2.238688178E2,9.393999577E-1,-1.919059944E1,2.854800034E1
2.238788178E2,8.783999681E-1,-1.920279884E1,2.857239914E1
2.238888178E2,8.905999660E-1,-1.926379967E1,2.860899925E1
2.238988178E2,9.027999640E-1,-1.926379967E1,2.870660019E1
2.239088178E2,8.905999660E-1,-1.925160027E1,2.874320030E1
2.239188178E2,8.783999681E-1,-1.927599907E1,2.870660019E1
2.239288178E2,8.661999702E-1,-1.931259918E1,2.871879959E1
2.239388178E2,8.905999660E-1,-1.930039978E1,2.876759911E1
2.239488178E2,8.661999702E-1,-1.936139870E1,2.871879959E1
2.239588178E2,8.661999702E-1,-1.936139870E1,2.867000008E1
2.239688178E2,8.905999660E-1,-1.930039978E1,2.868219948E1
2.239788178E2,8.295999765E-1,-1.933699989E1,2.865779877E1
2.239888178E2,8.783999681E-1,-1.931259918E1,2.863339996E1
2.239988178E2,8.905999660E-1,-1.927599907E1,2.869439888E1
2.240088178E2,8.783999681E-1,-1.923939896E1,2.868219948E1
2.240188178E2,8.783999681E-1,-1.927599907E1,2.858459854E1
2.240288178E2,8.905999660E-1,-1.925160027E1,2.860899925E1
2.240388178E2,9.149999619E-1,-1.923939896E1,2.864559937E1
2.240488178E2,9.027999640E-1,-1.927599907E1,2.862119865E1
2.240588178E2,9.149999619E-1,-1.928820038E1,2.859679985E1
2.240688178E2,9.393999577E-1,-1.937360001E1,2.870660019E1
2.240788178E2,9.149999619E-1,-1.945899963E1,2.870660019E1
2.240888178E2,9.637999535E-1,-1.952000046E1,2.874320030E1
2.240988178E2,9.637999535E-1,-1.945899963E1,2.885299873E1
2.241088178E2,9.882000089E-1,-1.949559975E1,2.885299873E1
2.241188178E2,9.637999535E-1,-1.947119904E1,2.877979851E1
2.241288178E2,1.000399947E0,-1.948340034E1,2.879199982E1
2.241388178E2,1.012599945E0,-1.943459892E1,2.885299873E1
2.241488178E2,9.882000089E-1,-1.936139870E1,2.874320030E1
2.241588178E2,1.036999941E0,-1.926379967E1,2.875539970E1
2.241688178E2,1.012599945E0,-1.919059944E1,2.873099899E1
2.241788178E2,1.036999941E0,-1.920279884E1,2.863339996E1
2.241888178E2,1.036999941E0,-1.911739922E1,2.864559937E1
2.241988178E2,1.024799943E0,-1.908079910E1,2.865779877E1
2.242088178E2,9.882000089E-1,-1.906859970E1,2.862119865E1
2.242188178E2,1.012599945E0,-1.900759888E1,2.860899925E1
2.242288178E2,1.024799943E0,-1.897099876E1,2.865779877E1
2.242388178E2,1.024799943E0,-1.895879936E1,2.859679985E1
2.242488178E2,1.036999941E0,-1.898320007E1,2.860899925E1
2.242588178E2,1.000399947E0,-1.899539948E1,2.867000008E1
2.242688178E2,9.637999535E-1,-1.908079910E1,2.860899925E1
2.242788178E2,9.882000089E-1,-1.912960052E1,2.867000008E1
2.242888178E2,1.000399947E0,-1.910519981E1,2.875539970E1
2.242988178E2,1.036999941E0,-1.910519981E1,2.876759911E1
2.243088178E2,1.012599945E0,-1.916619873E1,2.870660019E1
2.243188178E2,1.012599945E0,-1.916619873E1,2.871879959E1
2.243288178E2,1.036999941E0,-1.919059944E1,2.871879959E1
2.243388178E2,1.073599935E0,-1.917840004E1,2.871879959E1
2.243488178E2,1.073599935E0,-1.912960052E1,2.876759911E1
2.243588178E2,1.073599935E0,-1.906859970E1,2.875539970E1
2.243688178E2,1.085799932E0,-1.909300041E1,2.871879959E1
2.243788178E2,1.024799943E0,-1.910519981E1,2.868219948E1
2.243888178E2,1.036999941E0,-1.906859970E1,2.864559937E1
2.243988178E2,1.024799943E0,-1.912960052E1,2.867000008E1
2.244088178E2,1.000399947E0,-1.906859970E1,2.868219948E1
2.244188178E2,9.882000089E-1,-1.904419899E1,2.864559937E1
2.244288178E2,1.049199939E0,-1.900759888E1,2.862119865E1
2.244388178E2,1.036999941E0,-1.909300041E1,2.857239914E1
2.244488178E2,1.012599945E0,-1.906859970E1,2.854800034E1
2.244588178E2,1.036999941E0,-1.905640030E1,2.858459854E1
2.244688178E2,1.036999941E0,-1.905640030E1,2.864559937E1
2.244788178E2,9.882000089E-1,-1.900759888E1,2.862119865E1
2.244888178E2,9.882000089E-1,-1.903199959E1,2.860899925E1
2.244988178E2,9.759999514E-1,-1.914179993E1,2.860899925E1
2.245088178E2,9.515999556E-1,-1.921500015E1,2.857239914E1
2.245188178E2,9.271999598E-1,-1.916619873E1,2.857239914E1
2.245288178E2,9.027999640E-1,-1.921500015E1,2.856019974E1
2.245388178E2,8.783999681E-1,-1.926379967E1,2.854800034E1
2.245488178E2,8.905999660E-1,-1.926379967E1,2.857239914E1
2.245588178E2,9.149999619E-1,-1.931259918E1,2.859679985E1
2.245688178E2,9.149999619E-1,-1.932480049E1,2.862119865E1
2.245788178E2,8.905999660E-1,-1.923939896E1,2.863339996E1
2.245888178E2,8.783999681E-1,-1.922719955E1,2.869439888E1
2.245988178E2,9.149999619E-1,-1.925160027E1,2.864559937E1
2.246088178E2,9.393999577E-1,-1.922719955E1,2.863339996E1
2.246188178E2,9.149999619E-1,-1.919059944E1,2.858459854E1
2.246288178E2,9.027999640E-1,-1.919059944E1,2.852359962E1
2.246388178E2,8.905999660E-1,-1.920279884E1,2.849919891E1
2.246488178E2,8.661999702E-1,-1.916619873E1,2.852359962E1
2.246588178E2,8.783999681E-1,-1.919059944E1,2.849919891E1
2.246688178E2,8.417999744E-1,-1.921500015E1,2.849919891E1
2.246788178E2,8.539999723E-1,-1.923939896E1,2.854800034E1
2.246888178E2,8.539999723E-1,-1.925160027E1,2.857239914E1
2.246988178E2,8.661999702E-1,-1.930039978E1,2.863339996E1
2.247088178E2,8.783999681E-1,-1.931259918E1,2.871879959E1
2.247188178E2,8.905999660E-1,-1.927599907E1,2.870660019E1
2.247288178E2,9.149999619E-1,-1.932480049E1,2.863339996E1
2.247388178E2,9.271999598E-1,-1.932480049E1,2.864559937E1
2.247488178E2,9.393999577E-1,-1.932480049E1,2.862119865E1
2.247588178E2,9.271999598E-1,-1.932480049E1,2.857239914E1
2.247688178E2,9.515999556E-1,-1.931259918E1,2.854800034E1
2.247788178E2,9.637999535E-1,-1.927599907E1,2.852359962E1
2.247888178E2,1.000399947E0,-1.930039978E1,2.843820000E1
2.247988178E2,1.024799943E0,-1.930039978E1,2.843820000E1
2.248088178E2,1.036999941E0,-1.927599907E1,2.846259880E1
2.248188178E2,1.122399926E0,-1.927599907E1,2.854800034E1
2.248288178E2,1.195600033E0,-1.926379967E1,2.859679985E1
2.248388178E2,1.256600022E0,-1.922719955E1,2.865779877E1
2.248488178E2,1.293200016E0,-1.930039978E1,2.863339996E1
2.248588178E2,1.342000008E0,-1.930039978E1,2.860899925E1
2.248688178E2,1.305400014E0,-1.930039978E1,2.863339996E1
2.248788178E2,1.305400014E0,-1.927599907E1,2.867000008E1
2.248888178E2,1.366400003E0,-1.932480049E1,2.864559937E1
2.248988178E2,1.317600012E0,-1.931259918E1,2.860899925E1
2.249088178E2,1.342000008E0,-1.932480049E1,2.859679985E1
2.249188178E2,1.329800010E0,-1.933699989E1,2.858459854E1
2.249288178E2,1.281000018E0,-1.931259918E1,2.857239914E1
2.249388178E2,1.281000018E0,-1.928820038E1,2.859679985E1
2.249488178E2,1.293200016E0,-1.923939896E1,2.859679985E1
2.249588178E2,1.281000018E0,-1.925160027E1,2.864559937E1
2.249688178E2,1.220000029E0,-1.919059944E1,2.873099899E1
2.249788178E2,1.171200037E0,-1.919059944E1,2.870660019E1
2.249888178E2,1.085799932E0,-1.917840004E1,2.864559937E1
2.249988178E2,1.049199939E0,-1.919059944E1,2.864559937E1
2.250088178E2,1.024799943E0,-1.916619873E1,2.870660019E1
2.250188178E2,9.637999535E-1,-1.916619873E1,2.869439888E1
2.250288178E2,9.271999598E-1,-1.916619873E1,2.870660019E1
2.250388178E2,9.027999640E-1,-1.916619873E1,2.868219948E1
2.250488178E2,8.905999660E-1,-1.921500015E1,2.859679985E1
2.250588178E2,8.905999660E-1,-1.923939896E1,2.857239914E1
2.250688178E2,9.027999640E-1,-1.928820038E1,2.862119865E1
2.250788178E2,8.539999723E-1,-1.928820038E1,2.869439888E1
2.250888178E2,8.539999723E-1,-1.931259918E1,2.864559937E1
2.250988178E2,8.783999681E-1,-1.933699989E1,2.860899925E1
2.251088178E2,8.905999660E-1,-1.937360001E1,2.859679985E1
2.251188178E2,8.783999681E-1,-1.942239952E1,2.854800034E1
2.251288178E2,8.661999702E-1,-1.936139870E1,2.858459854E1
2.251388178E2,8.905999660E-1,-1.933699989E1,2.862119865E1
2.251488178E2,9.149999619E-1,-1.930039978E1,2.856019974E1
2.251588178E2,9.393999577E-1,-1.932480049E1,2.851140022E1
2.251688178E2,9.149999619E-1,-1.932480049E1,2.853579903E1
2.251788178E2,9.271999598E-1,-1.934919930E1,2.849919891E1
2.251888178E2,9.393999577E-1,-1.928820038E1,2.852359962E1
2.251988178E2,9.393999577E-1,-1.923939896E1,2.854800034E1
2.252088178E2,9.759999514E-1,-1.926379967E1,2.853579903E1
2.252188178E2,9.637999535E-1,-1.928820038E1,2.853579903E1
2.252288178E2,9.149999619E-1,-1.928820038E1,2.857239914E1
2.252388178E2,9.271999598E-1,-1.927599907E1,2.848699951E1
2.252488178E2,9.759999514E-1,-1.925160027E1,2.842599869E1
2.252588178E2,9.637999535E-1,-1.921500015E1,2.851140022E1
2.252688178E2,9.637999535E-1,-1.925160027E1,2.843820000E1
2.252788178E2,9.882000089E-1,-1.923939896E1,2.842599869E1
2.252888178E2,9.882000089E-1,-1.922719955E1,2.849919891E1
2.252988178E2,1.000399947E0,-1.921500015E1,2.849919891E1
2.253088178E2,1.024799943E0,-1.925160027E1,2.848699951E1
2.253188178E2,1.049199939E0,-1.921500015E1,2.858459854E1
2.253288178E2,1.061399937E0,-1.927599907E1,2.871879959E1
2.253388178E2,1.049199939E0,-1.931259918E1,2.875539970E1
2.253488178E2,1.012599945E0,-1.931259918E1,2.881639862E1
2.253588178E2,1.036999941E0,-1.931259918E1,2.880419922E1
2.253688178E2,1.049199939E0,-1.933699989E1,2.871879959E1
2.253788178E2,1.049199939E0,-1.930039978E1,2.870660019E1
2.253888178E2,1.049199939E0,-1.927599907E1,2.871879959E1
2.253988178E2,1.036999941E0,-1.928820038E1,2.867000008E1
2.254088178E2,1.000399947E0,-1.923939896E1,2.862119865E1
2.254188178E2,1.049199939E0,-1.920279884E1,2.865779877E1
2.254288178E2,1.049199939E0,-1.920279884E1,2.864559937E1
2.254388178E2,1.024799943E0,-1.923939896E1,2.868219948E1
2.254488178E2,1.000399947E0,-1.921500015E1,2.873099899E1
2.254588178E2,1.000399947E0,-1.921500015E1,2.876759911E1
2.254688178E2,1.024799943E0,-1.917840004E1,2.874320030E1
2.254788178E2,1.024799943E0,-1.912960052E1,2.884079933E1
2.254888178E2,1.012599945E0,-1.914179993E1,2.875539970E1
2.254988178E2,9.515999556E-1,-1.912960052E1,2.867000008E1
2.255088178E2,9.759999514E-1,-1.912960052E1,2.865779877E1
2.255188178E2,9.759999514E-1,-1.909300041E1,2.870660019E1
2.255288178E2,9.515999556E-1,-1.915399933E1,2.868219948E1
2.255388178E2,9.271999598E-1,-1.919059944E1,2.874320030E1
2.255488178E2,8.783999681E-1,-1.922719955E1,2.871879959E1
2.255588178E2,8.539999723E-1,-1.925160027E1,2.863339996E1
2.255688178E2,8.661999702E-1,-1.926379967E1,2.869439888E1
2.255788178E2,9.149999619E-1,-1.925160027E1,2.873099899E1
2.255888178E2,9.393999577E-1,-1.922719955E1,2.876759911E1
2.255988178E2,9.271999598E-1,-1.928820038E1,2.864559937E1
2.256088178E2,1.000399947E0,-1.921500015E1,2.867000008E1
2.256188178E2,1.000399947E0,-1.921500015E1,2.864559937E1
2.256288178E2,1.073599935E0,-1.921500015E1,2.870660019E1
2.256388178E2,1.085799932E0,-1.920279884E1,2.868219948E1
2.256488178E2,1.158999920E0,-1.920279884E1,2.873099899E1
2.256588178E2,1.183400035E0,-1.923939896E1,2.870660019E1
2.256688178E2,1.183400035E0,-1.928820038E1,2.864559937E1
2.256788178E2,1.268800020E0,-1.925160027E1,2.870660019E1
2.256888178E2,1.232200027E0,-1.930039978E1,2.867000008E1
2.256988178E2,1.244400024E0,-1.930039978E1,2.865779877E1
2.257088178E2,1.183400035E0,-1.930039978E1,2.862119865E1
2.257188178E2,1.232200027E0,-1.931259918E1,2.873099899E1
2.257288178E2,1.207800031E0,-1.930039978E1,2.865779877E1
2.257388178E2,1.171200037E0,-1.927599907E1,2.860899925E1
2.257488178E2,1.183400035E0,-1.925160027E1,2.865779877E1
2.257588178E2,1.134599924E0,-1.921500015E1,2.860899925E1
2.257688178E2,1.183400035E0,-1.922719955E1,2.862119865E1
2.257788178E2,1.183400035E0,-1.916619873E1,2.853579903E1
2.257888178E2,1.183400035E0,-1.910519981E1,2.853579903E1
2.257988178E2,1.110199928E0,-1.910519981E1,2.845039940E1
2.258088178E2,1.073599935E0,-1.908079910E1,2.852359962E1
